dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1774-10-01,9.767,4.759,Belfast,United Kingdom,55.45N,5.67W
1774-11-01,5.544,8.693,Belfast,United Kingdom,55.45N,5.67W
1774-12-01,4.947,5.687,Belfast,United Kingdom,55.45N,5.67W
1775-01-01,5.879,5.311,Belfast,United Kingdom,55.45N,5.67W
1775-02-01,6.327,5.184,Belfast,United Kingdom,55.45N,5.67W
1775-03-01,5.615,2.821,Belfast,United Kingdom,55.45N,5.67W
1775-04-01,7.958,2.131,Belfast,United Kingdom,55.45N,5.67W
1775-05-01,10.573,4.278,Belfast,United Kingdom,55.45N,5.67W
1775-06-01,11.756,5.648,Belfast,United Kingdom,55.45N,5.67W
1775-07-01,13.833,1.603,Belfast,United Kingdom,55.45N,5.67W
1775-08-01,13.223,2.17,Belfast,United Kingdom,55.45N,5.67W
1775-09-01,11.971,3.825,Belfast,United Kingdom,55.45N,5.67W
1775-10-01,8.851,3.718,Belfast,United Kingdom,55.45N,5.67W
1775-11-01,6.07,5.521,Belfast,United Kingdom,55.45N,5.67W
1775-12-01,5.985,1.803,Belfast,United Kingdom,55.45N,5.67W
1776-01-01,0.41,6.545,Belfast,United Kingdom,55.45N,5.67W
1776-02-01,4.493,4.512,Belfast,United Kingdom,55.45N,5.67W
1776-03-01,5.922,3.421,Belfast,United Kingdom,55.45N,5.67W
1776-04-01,7.526,1.284,Belfast,United Kingdom,55.45N,5.67W
1776-05-01,8.591,4.642,Belfast,United Kingdom,55.45N,5.67W
1776-06-01,11.385,3.765,Belfast,United Kingdom,55.45N,5.67W
1776-07-01,13.69,3.331,Belfast,United Kingdom,55.45N,5.67W
1776-08-01,12.976,5.175,Belfast,United Kingdom,55.45N,5.67W
1776-09-01,10.793,3.3,Belfast,United Kingdom,55.45N,5.67W
1776-10-01,9.65,3.284,Belfast,United Kingdom,55.45N,5.67W
1776-11-01,7.113,6.601,Belfast,United Kingdom,55.45N,5.67W
1776-12-01,6.124,3.573,Belfast,United Kingdom,55.45N,5.67W
1777-01-01,4.49,5.687,Belfast,United Kingdom,55.45N,5.67W
1777-02-01,3.522,5.419,Belfast,United Kingdom,55.45N,5.67W
1777-03-01,5.315,2.315,Belfast,United Kingdom,55.45N,5.67W
1777-04-01,5.526,1.855,Belfast,United Kingdom,55.45N,5.67W
1777-05-01,9.697,3.671,Belfast,United Kingdom,55.45N,5.67W
1777-06-01,10.568,3.009,Belfast,United Kingdom,55.45N,5.67W
1777-07-01,12.414,1.948,Belfast,United Kingdom,55.45N,5.67W
1777-08-01,13.761,2.264,Belfast,United Kingdom,55.45N,5.67W
1777-09-01,12.756,5.482,Belfast,United Kingdom,55.45N,5.67W
1777-10-01,9.683,5.491,Belfast,United Kingdom,55.45N,5.67W
1777-11-01,7.867,2.399,Belfast,United Kingdom,55.45N,5.67W
1777-12-01,5.675,2.126,Belfast,United Kingdom,55.45N,5.67W
1778-01-01,4.848,3.126,Belfast,United Kingdom,55.45N,5.67W
1778-02-01,5.348,4.753,Belfast,United Kingdom,55.45N,5.67W
1778-03-01,4.802,4.194,Belfast,United Kingdom,55.45N,5.67W
1778-04-01,6.869,2.963,Belfast,United Kingdom,55.45N,5.67W
1778-05-01,10.581,3.229,Belfast,United Kingdom,55.45N,5.67W
1778-06-01,13.009,6.537,Belfast,United Kingdom,55.45N,5.67W
1778-07-01,14.699,1.501,Belfast,United Kingdom,55.45N,5.67W
1778-08-01,13.677,4.058,Belfast,United Kingdom,55.45N,5.67W
1778-09-01,10.804,2.069,Belfast,United Kingdom,55.45N,5.67W
1778-10-01,6.96,7.03,Belfast,United Kingdom,55.45N,5.67W
1778-11-01,6.972,4.449,Belfast,United Kingdom,55.45N,5.67W
1778-12-01,7.967,3.853,Belfast,United Kingdom,55.45N,5.67W
1779-01-01,4.806,3.687,Belfast,United Kingdom,55.45N,5.67W
1779-02-01,9.041,9.025,Belfast,United Kingdom,55.45N,5.67W
1779-03-01,8.181,4.597,Belfast,United Kingdom,55.45N,5.67W
1779-04-01,8.259,3.684,Belfast,United Kingdom,55.45N,5.67W
1779-05-01,10.116,2.466,Belfast,United Kingdom,55.45N,5.67W
1779-06-01,12.357,4.173,Belfast,United Kingdom,55.45N,5.67W
1779-07-01,15.585,3.15,Belfast,United Kingdom,55.45N,5.67W
1779-08-01,15.907,4.521,Belfast,United Kingdom,55.45N,5.67W
1779-09-01,13.206,2.04,Belfast,United Kingdom,55.45N,5.67W
1779-10-01,10.183,4.333,Belfast,United Kingdom,55.45N,5.67W
1779-11-01,6.888,3.44,Belfast,United Kingdom,55.45N,5.67W
1779-12-01,3.672,11.155,Belfast,United Kingdom,55.45N,5.67W
1780-01-01,1.179,2.76,Belfast,United Kingdom,55.45N,5.67W
1780-02-01,3.644,2.522,Belfast,United Kingdom,55.45N,5.67W
1780-03-01,7.495,1.755,Belfast,United Kingdom,55.45N,5.67W
1780-04-01,8.031,4.928,Belfast,United Kingdom,55.45N,5.67W
1780-05-01,11.401,1.834,Belfast,United Kingdom,55.45N,5.67W
1780-06-01,12.269,5.384,Belfast,United Kingdom,55.45N,5.67W
1780-07-01,14.245,1.781,Belfast,United Kingdom,55.45N,5.67W
1780-08-01,15.613,4.469,Belfast,United Kingdom,55.45N,5.67W
1780-09-01,12.474,4.603,Belfast,United Kingdom,55.45N,5.67W
1780-10-01,8.844,3.961,Belfast,United Kingdom,55.45N,5.67W
1780-11-01,5.912,2.844,Belfast,United Kingdom,55.45N,5.67W
1780-12-01,5.906,3.554,Belfast,United Kingdom,55.45N,5.67W
1781-01-01,4.726,7.152,Belfast,United Kingdom,55.45N,5.67W
1781-02-01,6.014,10.164,Belfast,United Kingdom,55.45N,5.67W
1781-03-01,7.249,1.131,Belfast,United Kingdom,55.45N,5.67W
1781-04-01,8.016,2.18,Belfast,United Kingdom,55.45N,5.67W
1781-05-01,10.249,3.575,Belfast,United Kingdom,55.45N,5.67W
1781-06-01,13.782,1.697,Belfast,United Kingdom,55.45N,5.67W
1781-07-01,14.218,2.95,Belfast,United Kingdom,55.45N,5.67W
1781-08-01,13.782,1.066,Belfast,United Kingdom,55.45N,5.67W
1781-09-01,11.403,5.794,Belfast,United Kingdom,55.45N,5.67W
1781-10-01,9.816,0.911,Belfast,United Kingdom,55.45N,5.67W
1781-11-01,8.126,2.567,Belfast,United Kingdom,55.45N,5.67W
1781-12-01,7.211,6.449,Belfast,United Kingdom,55.45N,5.67W
1782-01-01,5.567,4.031,Belfast,United Kingdom,55.45N,5.67W
1782-02-01,2.691,9.721,Belfast,United Kingdom,55.45N,5.67W
1782-03-01,3.373,2.236,Belfast,United Kingdom,55.45N,5.67W
1782-04-01,4.307,5.361,Belfast,United Kingdom,55.45N,5.67W
1782-05-01,6.934,3.811,Belfast,United Kingdom,55.45N,5.67W
1782-06-01,12.172,2.972,Belfast,United Kingdom,55.45N,5.67W
1782-07-01,13.278,3.824,Belfast,United Kingdom,55.45N,5.67W
1782-08-01,12.426,3.037,Belfast,United Kingdom,55.45N,5.67W
1782-09-01,11.016,4.004,Belfast,United Kingdom,55.45N,5.67W
1782-10-01,7.347,4.292,Belfast,United Kingdom,55.45N,5.67W
1782-11-01,4.236,9.112,Belfast,United Kingdom,55.45N,5.67W
1782-12-01,4.691,6.476,Belfast,United Kingdom,55.45N,5.67W
1783-01-01,4.476,8.747,Belfast,United Kingdom,55.45N,5.67W
1783-02-01,5.127,4.399,Belfast,United Kingdom,55.45N,5.67W
1783-03-01,3.495,2.842,Belfast,United Kingdom,55.45N,5.67W
1783-04-01,8.653,1.596,Belfast,United Kingdom,55.45N,5.67W
1783-05-01,8.684,4.81,Belfast,United Kingdom,55.45N,5.67W
1783-06-01,11.324,2.213,Belfast,United Kingdom,55.45N,5.67W
1783-07-01,15.336,2.365,Belfast,United Kingdom,55.45N,5.67W
1783-08-01,13.265,3.202,Belfast,United Kingdom,55.45N,5.67W
1783-09-01,11.408,4.705,Belfast,United Kingdom,55.45N,5.67W
1783-10-01,8.938,4.135,Belfast,United Kingdom,55.45N,5.67W
1783-11-01,7.184,2.566,Belfast,United Kingdom,55.45N,5.67W
1783-12-01,5.277,4.298,Belfast,United Kingdom,55.45N,5.67W
1784-01-01,2.569,10.534,Belfast,United Kingdom,55.45N,5.67W
1784-02-01,2.8,8.522,Belfast,United Kingdom,55.45N,5.67W
1784-03-01,2.497,4.991,Belfast,United Kingdom,55.45N,5.67W
1784-04-01,4.876,8.424,Belfast,United Kingdom,55.45N,5.67W
1784-05-01,10.6,2.351,Belfast,United Kingdom,55.45N,5.67W
1784-06-01,10.892,2.605,Belfast,United Kingdom,55.45N,5.67W
1784-07-01,13.175,5.556,Belfast,United Kingdom,55.45N,5.67W
1784-08-01,12.552,7.434,Belfast,United Kingdom,55.45N,5.67W
1784-09-01,12.431,5.415,Belfast,United Kingdom,55.45N,5.67W
1784-10-01,8.34,5.496,Belfast,United Kingdom,55.45N,5.67W
1784-11-01,6.416,2.909,Belfast,United Kingdom,55.45N,5.67W
1784-12-01,3.415,3.664,Belfast,United Kingdom,55.45N,5.67W
1785-01-01,5.122,4.829,Belfast,United Kingdom,55.45N,5.67W
1785-02-01,1.67,6.447,Belfast,United Kingdom,55.45N,5.67W
1785-03-01,1.503,3.897,Belfast,United Kingdom,55.45N,5.67W
1785-04-01,8.167,5.733,Belfast,United Kingdom,55.45N,5.67W
1785-05-01,9.345,5.188,Belfast,United Kingdom,55.45N,5.67W
1785-06-01,14.073,5.022,Belfast,United Kingdom,55.45N,5.67W
1785-07-01,13.236,4.61,Belfast,United Kingdom,55.45N,5.67W
1785-08-01,11.55,3.887,Belfast,United Kingdom,55.45N,5.67W
1785-09-01,12.104,2.379,Belfast,United Kingdom,55.45N,5.67W
1785-10-01,8.24,3.43,Belfast,United Kingdom,55.45N,5.67W
1785-11-01,7.818,5.19,Belfast,United Kingdom,55.45N,5.67W
1785-12-01,4.557,2.188,Belfast,United Kingdom,55.45N,5.67W
1786-01-01,4.412,2.513,Belfast,United Kingdom,55.45N,5.67W
1786-02-01,4.246,2.459,Belfast,United Kingdom,55.45N,5.67W
1786-03-01,2.622,6.454,Belfast,United Kingdom,55.45N,5.67W
1786-04-01,6.853,4.612,Belfast,United Kingdom,55.45N,5.67W
1786-05-01,9.088,4.522,Belfast,United Kingdom,55.45N,5.67W
1786-06-01,12.645,2.109,Belfast,United Kingdom,55.45N,5.67W
1786-07-01,12.146,5.046,Belfast,United Kingdom,55.45N,5.67W
1786-08-01,13.545,7.792,Belfast,United Kingdom,55.45N,5.67W
1786-09-01,10.649,6.211,Belfast,United Kingdom,55.45N,5.67W
1786-10-01,7.536,2.196,Belfast,United Kingdom,55.45N,5.67W
1786-11-01,5.58,6.968,Belfast,United Kingdom,55.45N,5.67W
1786-12-01,4.584,3.668,Belfast,United Kingdom,55.45N,5.67W
1787-01-01,6.424,5.047,Belfast,United Kingdom,55.45N,5.67W
1787-02-01,7.412,4.706,Belfast,United Kingdom,55.45N,5.67W
1787-03-01,7.208,4.388,Belfast,United Kingdom,55.45N,5.67W
1787-04-01,6.151,3.213,Belfast,United Kingdom,55.45N,5.67W
1787-05-01,9.019,5.602,Belfast,United Kingdom,55.45N,5.67W
1787-06-01,10.985,4.827,Belfast,United Kingdom,55.45N,5.67W
1787-07-01,13.192,7.726,Belfast,United Kingdom,55.45N,5.67W
1787-08-01,13.9,6.19,Belfast,United Kingdom,55.45N,5.67W
1787-09-01,11.851,3.835,Belfast,United Kingdom,55.45N,5.67W
1787-10-01,9.513,8.45,Belfast,United Kingdom,55.45N,5.67W
1787-11-01,5.73,1.664,Belfast,United Kingdom,55.45N,5.67W
1787-12-01,5.031,4.216,Belfast,United Kingdom,55.45N,5.67W
1788-01-01,5.7,2.023,Belfast,United Kingdom,55.45N,5.67W
1788-02-01,4.575,7.299,Belfast,United Kingdom,55.45N,5.67W
1788-03-01,3.722,4.126,Belfast,United Kingdom,55.45N,5.67W
1788-04-01,8.926,4.547,Belfast,United Kingdom,55.45N,5.67W
1788-05-01,10.051,2.353,Belfast,United Kingdom,55.45N,5.67W
1788-06-01,12.417,2.859,Belfast,United Kingdom,55.45N,5.67W
1788-07-01,14.226,4.806,Belfast,United Kingdom,55.45N,5.67W
1788-08-01,13.802,2.299,Belfast,United Kingdom,55.45N,5.67W
1788-09-01,12.431,2.107,Belfast,United Kingdom,55.45N,5.67W
1788-10-01,9.445,3.208,Belfast,United Kingdom,55.45N,5.67W
1788-11-01,7.783,2.357,Belfast,United Kingdom,55.45N,5.67W
1788-12-01,2.393,3.842,Belfast,United Kingdom,55.45N,5.67W
1789-01-01,3.977,7.093,Belfast,United Kingdom,55.45N,5.67W
1789-02-01,5.889,4.934,Belfast,United Kingdom,55.45N,5.67W
1789-03-01,2.182,4.132,Belfast,United Kingdom,55.45N,5.67W
1789-04-01,6.384,2.656,Belfast,United Kingdom,55.45N,5.67W
1789-05-01,10.505,4.528,Belfast,United Kingdom,55.45N,5.67W
1789-06-01,12.002,2.468,Belfast,United Kingdom,55.45N,5.67W
1789-07-01,13.984,3.714,Belfast,United Kingdom,55.45N,5.67W
1789-08-01,14.915,2.281,Belfast,United Kingdom,55.45N,5.67W
1789-09-01,12.349,1.594,Belfast,United Kingdom,55.45N,5.67W
1789-10-01,9.213,3.734,Belfast,United Kingdom,55.45N,5.67W
1789-11-01,6.825,1.415,Belfast,United Kingdom,55.45N,5.67W
1789-12-01,8.409,2.057,Belfast,United Kingdom,55.45N,5.67W
1790-01-01,6.262,5.017,Belfast,United Kingdom,55.45N,5.67W
1790-02-01,7.954,5.239,Belfast,United Kingdom,55.45N,5.67W
1790-03-01,6.862,2.975,Belfast,United Kingdom,55.45N,5.67W
1790-04-01,5.419,3.202,Belfast,United Kingdom,55.45N,5.67W
1790-05-01,10.271,2.873,Belfast,United Kingdom,55.45N,5.67W
1790-06-01,12.425,3.695,Belfast,United Kingdom,55.45N,5.67W
1790-07-01,12.696,2.892,Belfast,United Kingdom,55.45N,5.67W
1790-08-01,13.281,2.155,Belfast,United Kingdom,55.45N,5.67W
1790-09-01,11,2.248,Belfast,United Kingdom,55.45N,5.67W
1790-10-01,9.959,3.68,Belfast,United Kingdom,55.45N,5.67W
1790-11-01,6.492,1.813,Belfast,United Kingdom,55.45N,5.67W
1790-12-01,5.763,9.771,Belfast,United Kingdom,55.45N,5.67W
1791-01-01,6.133,7.883,Belfast,United Kingdom,55.45N,5.67W
1791-02-01,5.468,2.259,Belfast,United Kingdom,55.45N,5.67W
1791-03-01,6.984,3.87,Belfast,United Kingdom,55.45N,5.67W
1791-04-01,8.003,2.59,Belfast,United Kingdom,55.45N,5.67W
1791-05-01,9.685,2.352,Belfast,United Kingdom,55.45N,5.67W
1791-06-01,11.699,3.714,Belfast,United Kingdom,55.45N,5.67W
1791-07-01,13.215,2.345,Belfast,United Kingdom,55.45N,5.67W
1791-08-01,13.635,1.115,Belfast,United Kingdom,55.45N,5.67W
1791-09-01,12.395,2.734,Belfast,United Kingdom,55.45N,5.67W
1791-10-01,8.991,2.049,Belfast,United Kingdom,55.45N,5.67W
1791-11-01,7.085,2.99,Belfast,United Kingdom,55.45N,5.67W
1791-12-01,3.351,3.193,Belfast,United Kingdom,55.45N,5.67W
1792-01-01,3.898,6.222,Belfast,United Kingdom,55.45N,5.67W
1792-02-01,5.842,4.618,Belfast,United Kingdom,55.45N,5.67W
1792-03-01,5.718,2.744,Belfast,United Kingdom,55.45N,5.67W
1792-04-01,9.174,2.537,Belfast,United Kingdom,55.45N,5.67W
1792-05-01,8.628,1.657,Belfast,United Kingdom,55.45N,5.67W
1792-06-01,10.866,1.316,Belfast,United Kingdom,55.45N,5.67W
1792-07-01,13.187,2.721,Belfast,United Kingdom,55.45N,5.67W
1792-08-01,14.196,2.161,Belfast,United Kingdom,55.45N,5.67W
1792-09-01,10.783,3.752,Belfast,United Kingdom,55.45N,5.67W
1792-10-01,8.903,2.653,Belfast,United Kingdom,55.45N,5.67W
1792-11-01,8.772,3.619,Belfast,United Kingdom,55.45N,5.67W
1792-12-01,5.925,3.717,Belfast,United Kingdom,55.45N,5.67W
1793-01-01,5.021,4.977,Belfast,United Kingdom,55.45N,5.67W
1793-02-01,5.868,5.617,Belfast,United Kingdom,55.45N,5.67W
1793-03-01,4.116,4.161,Belfast,United Kingdom,55.45N,5.67W
1793-04-01,5.317,2.796,Belfast,United Kingdom,55.45N,5.67W
1793-05-01,9.037,1.691,Belfast,United Kingdom,55.45N,5.67W
1793-06-01,11.003,4.081,Belfast,United Kingdom,55.45N,5.67W
1793-07-01,14.162,6.743,Belfast,United Kingdom,55.45N,5.67W
1793-08-01,13.012,6.231,Belfast,United Kingdom,55.45N,5.67W
1793-09-01,11.524,2.95,Belfast,United Kingdom,55.45N,5.67W
1793-10-01,11.312,4.504,Belfast,United Kingdom,55.45N,5.67W
1793-11-01,7.353,5.968,Belfast,United Kingdom,55.45N,5.67W
1793-12-01,7.142,3.709,Belfast,United Kingdom,55.45N,5.67W
1794-01-01,5.171,5.55,Belfast,United Kingdom,55.45N,5.67W
1794-02-01,7.107,8.478,Belfast,United Kingdom,55.45N,5.67W
1794-03-01,7.062,2.422,Belfast,United Kingdom,55.45N,5.67W
1794-04-01,8.491,1.88,Belfast,United Kingdom,55.45N,5.67W
1794-05-01,9.145,3.759,Belfast,United Kingdom,55.45N,5.67W
1794-06-01,12.789,5.851,Belfast,United Kingdom,55.45N,5.67W
1794-07-01,14.449,6.878,Belfast,United Kingdom,55.45N,5.67W
1794-08-01,12.839,3.043,Belfast,United Kingdom,55.45N,5.67W
1794-09-01,11.391,3.268,Belfast,United Kingdom,55.45N,5.67W
1794-10-01,9.252,3.218,Belfast,United Kingdom,55.45N,5.67W
1794-11-01,7.116,3.431,Belfast,United Kingdom,55.45N,5.67W
1794-12-01,6.297,2.961,Belfast,United Kingdom,55.45N,5.67W
1795-01-01,1.841,6.876,Belfast,United Kingdom,55.45N,5.67W
1795-02-01,2.051,9.415,Belfast,United Kingdom,55.45N,5.67W
1795-03-01,4.065,3.779,Belfast,United Kingdom,55.45N,5.67W
1795-04-01,7.288,2.145,Belfast,United Kingdom,55.45N,5.67W
1795-05-01,8.682,5.081,Belfast,United Kingdom,55.45N,5.67W
1795-06-01,10.435,2.928,Belfast,United Kingdom,55.45N,5.67W
1795-07-01,12.833,4.077,Belfast,United Kingdom,55.45N,5.67W
1795-08-01,14.182,2.739,Belfast,United Kingdom,55.45N,5.67W
1795-09-01,13.859,4.929,Belfast,United Kingdom,55.45N,5.67W
1795-10-01,11.14,4.753,Belfast,United Kingdom,55.45N,5.67W
1795-11-01,5.687,3.181,Belfast,United Kingdom,55.45N,5.67W
1795-12-01,8.201,3.639,Belfast,United Kingdom,55.45N,5.67W
1796-01-01,8.383,3.874,Belfast,United Kingdom,55.45N,5.67W
1796-02-01,5.933,2.216,Belfast,United Kingdom,55.45N,5.67W
1796-03-01,4.492,3.288,Belfast,United Kingdom,55.45N,5.67W
1796-04-01,8.881,1.863,Belfast,United Kingdom,55.45N,5.67W
1796-05-01,8.718,1.473,Belfast,United Kingdom,55.45N,5.67W
1796-06-01,11.585,4.637,Belfast,United Kingdom,55.45N,5.67W
1796-07-01,13.085,3.307,Belfast,United Kingdom,55.45N,5.67W
1796-08-01,14.028,5.031,Belfast,United Kingdom,55.45N,5.67W
1796-09-01,12.727,5.26,Belfast,United Kingdom,55.45N,5.67W
1796-10-01,8.196,1.722,Belfast,United Kingdom,55.45N,5.67W
1796-11-01,6.115,3.747,Belfast,United Kingdom,55.45N,5.67W
1796-12-01,2.32,5.977,Belfast,United Kingdom,55.45N,5.67W
1797-01-01,6.518,8.966,Belfast,United Kingdom,55.45N,5.67W
1797-02-01,7.309,2.939,Belfast,United Kingdom,55.45N,5.67W
1797-03-01,4.743,2.33,Belfast,United Kingdom,55.45N,5.67W
1797-04-01,6.367,4.006,Belfast,United Kingdom,55.45N,5.67W
1797-05-01,9.645,3.134,Belfast,United Kingdom,55.45N,5.67W
1797-06-01,10.678,2.949,Belfast,United Kingdom,55.45N,5.67W
1797-07-01,14.013,2.742,Belfast,United Kingdom,55.45N,5.67W
1797-08-01,13.269,3.18,Belfast,United Kingdom,55.45N,5.67W
1797-09-01,11.592,5.14,Belfast,United Kingdom,55.45N,5.67W
1797-10-01,8.223,2.841,Belfast,United Kingdom,55.45N,5.67W
1797-11-01,6.053,3.643,Belfast,United Kingdom,55.45N,5.67W
1797-12-01,6.358,3.756,Belfast,United Kingdom,55.45N,5.67W
1798-01-01,5.636,2.161,Belfast,United Kingdom,55.45N,5.67W
1798-02-01,5.008,2.543,Belfast,United Kingdom,55.45N,5.67W
1798-03-01,5.219,2.067,Belfast,United Kingdom,55.45N,5.67W
1798-04-01,9.299,1.724,Belfast,United Kingdom,55.45N,5.67W
1798-05-01,10.896,5.353,Belfast,United Kingdom,55.45N,5.67W
1798-06-01,13.872,2.658,Belfast,United Kingdom,55.45N,5.67W
1798-07-01,13.943,3.422,Belfast,United Kingdom,55.45N,5.67W
1798-08-01,14.037,6.413,Belfast,United Kingdom,55.45N,5.67W
1798-09-01,12.014,3.78,Belfast,United Kingdom,55.45N,5.67W
1798-10-01,9.529,2.975,Belfast,United Kingdom,55.45N,5.67W
1798-11-01,6.25,3.879,Belfast,United Kingdom,55.45N,5.67W
1798-12-01,4.502,2.856,Belfast,United Kingdom,55.45N,5.67W
1799-01-01,4.38,2.412,Belfast,United Kingdom,55.45N,5.67W
1799-02-01,3.358,3.356,Belfast,United Kingdom,55.45N,5.67W
1799-03-01,3.582,3.321,Belfast,United Kingdom,55.45N,5.67W
1799-04-01,4.544,5.211,Belfast,United Kingdom,55.45N,5.67W
1799-05-01,7.917,2.663,Belfast,United Kingdom,55.45N,5.67W
1799-06-01,11.22,4.202,Belfast,United Kingdom,55.45N,5.67W
1799-07-01,12.432,3.364,Belfast,United Kingdom,55.45N,5.67W
1799-08-01,11.953,1.825,Belfast,United Kingdom,55.45N,5.67W
1799-09-01,11.801,3.547,Belfast,United Kingdom,55.45N,5.67W
1799-10-01,8.127,2.453,Belfast,United Kingdom,55.45N,5.67W
1799-11-01,6.63,2.774,Belfast,United Kingdom,55.45N,5.67W
1799-12-01,3.775,1.61,Belfast,United Kingdom,55.45N,5.67W
1800-01-01,3.956,2.288,Belfast,United Kingdom,55.45N,5.67W
1800-02-01,3.585,5.036,Belfast,United Kingdom,55.45N,5.67W
1800-03-01,3.985,4.529,Belfast,United Kingdom,55.45N,5.67W
1800-04-01,7.821,2.421,Belfast,United Kingdom,55.45N,5.67W
1800-05-01,9.557,1.52,Belfast,United Kingdom,55.45N,5.67W
1800-06-01,10.54,2.451,Belfast,United Kingdom,55.45N,5.67W
1800-07-01,14.122,2.074,Belfast,United Kingdom,55.45N,5.67W
1800-08-01,13.926,2.545,Belfast,United Kingdom,55.45N,5.67W
1800-09-01,12.189,2.636,Belfast,United Kingdom,55.45N,5.67W
1800-10-01,9.331,2.523,Belfast,United Kingdom,55.45N,5.67W
1800-11-01,6.67,2.869,Belfast,United Kingdom,55.45N,5.67W
1800-12-01,4.98,2.89,Belfast,United Kingdom,55.45N,5.67W
1801-01-01,5.739,1.817,Belfast,United Kingdom,55.45N,5.67W
1801-02-01,5.319,1.4,Belfast,United Kingdom,55.45N,5.67W
1801-03-01,6.245,1.38,Belfast,United Kingdom,55.45N,5.67W
1801-04-01,7.34,1.835,Belfast,United Kingdom,55.45N,5.67W
1801-05-01,10.046,2.443,Belfast,United Kingdom,55.45N,5.67W
1801-06-01,11.783,2.472,Belfast,United Kingdom,55.45N,5.67W
1801-07-01,12.561,4.177,Belfast,United Kingdom,55.45N,5.67W
1801-08-01,14.337,2.469,Belfast,United Kingdom,55.45N,5.67W
1801-09-01,12.956,1.843,Belfast,United Kingdom,55.45N,5.67W
1801-10-01,10.278,2.128,Belfast,United Kingdom,55.45N,5.67W
1801-11-01,6.227,1.681,Belfast,United Kingdom,55.45N,5.67W
1801-12-01,3.687,5.475,Belfast,United Kingdom,55.45N,5.67W
1802-01-01,4.265,2.523,Belfast,United Kingdom,55.45N,5.67W
1802-02-01,4.447,1.812,Belfast,United Kingdom,55.45N,5.67W
1802-03-01,5.938,2.616,Belfast,United Kingdom,55.45N,5.67W
1802-04-01,7.382,2.253,Belfast,United Kingdom,55.45N,5.67W
1802-05-01,8.34,2.377,Belfast,United Kingdom,55.45N,5.67W
1802-06-01,11.373,2.572,Belfast,United Kingdom,55.45N,5.67W
1802-07-01,11.605,2.266,Belfast,United Kingdom,55.45N,5.67W
1802-08-01,14.282,1.985,Belfast,United Kingdom,55.45N,5.67W
1802-09-01,12.524,3.563,Belfast,United Kingdom,55.45N,5.67W
1802-10-01,10.061,4.157,Belfast,United Kingdom,55.45N,5.67W
1802-11-01,7.194,2.553,Belfast,United Kingdom,55.45N,5.67W
1802-12-01,5.55,2.455,Belfast,United Kingdom,55.45N,5.67W
1803-01-01,3.806,3.963,Belfast,United Kingdom,55.45N,5.67W
1803-02-01,4.168,3.38,Belfast,United Kingdom,55.45N,5.67W
1803-03-01,5.72,3.098,Belfast,United Kingdom,55.45N,5.67W
1803-04-01,7.73,2.868,Belfast,United Kingdom,55.45N,5.67W
1803-05-01,8.67,2.383,Belfast,United Kingdom,55.45N,5.67W
1803-06-01,11.082,2.115,Belfast,United Kingdom,55.45N,5.67W
1803-07-01,14.949,2.015,Belfast,United Kingdom,55.45N,5.67W
1803-08-01,13.759,2.523,Belfast,United Kingdom,55.45N,5.67W
1803-09-01,10.682,1.573,Belfast,United Kingdom,55.45N,5.67W
1803-10-01,9.178,3.377,Belfast,United Kingdom,55.45N,5.67W
1803-11-01,6.037,2.908,Belfast,United Kingdom,55.45N,5.67W
1803-12-01,5.402,3.617,Belfast,United Kingdom,55.45N,5.67W
1804-01-01,6.65,5.602,Belfast,United Kingdom,55.45N,5.67W
1804-02-01,3.669,2.568,Belfast,United Kingdom,55.45N,5.67W
1804-03-01,4.099,4.556,Belfast,United Kingdom,55.45N,5.67W
1804-04-01,5.573,2.571,Belfast,United Kingdom,55.45N,5.67W
1804-05-01,11.079,1.309,Belfast,United Kingdom,55.45N,5.67W
1804-06-01,13.056,1.828,Belfast,United Kingdom,55.45N,5.67W
1804-07-01,12.855,3.71,Belfast,United Kingdom,55.45N,5.67W
1804-08-01,13.32,2.361,Belfast,United Kingdom,55.45N,5.67W
1804-09-01,12.253,4.767,Belfast,United Kingdom,55.45N,5.67W
1804-10-01,10.076,2.218,Belfast,United Kingdom,55.45N,5.67W
1804-11-01,7.016,4.632,Belfast,United Kingdom,55.45N,5.67W
1804-12-01,4.289,4.466,Belfast,United Kingdom,55.45N,5.67W
1805-01-01,4.509,2.42,Belfast,United Kingdom,55.45N,5.67W
1805-02-01,4.608,2.94,Belfast,United Kingdom,55.45N,5.67W
1805-03-01,6.216,1.837,Belfast,United Kingdom,55.45N,5.67W
1805-04-01,7.059,3.768,Belfast,United Kingdom,55.45N,5.67W
1805-05-01,7.806,1.562,Belfast,United Kingdom,55.45N,5.67W
1805-06-01,10.404,2.656,Belfast,United Kingdom,55.45N,5.67W
1805-07-01,13.22,2.34,Belfast,United Kingdom,55.45N,5.67W
1805-08-01,13.917,2.737,Belfast,United Kingdom,55.45N,5.67W
1805-09-01,12.84,3.74,Belfast,United Kingdom,55.45N,5.67W
1805-10-01,8.285,2.505,Belfast,United Kingdom,55.45N,5.67W
1805-11-01,7.305,2.768,Belfast,United Kingdom,55.45N,5.67W
1805-12-01,5.283,1.92,Belfast,United Kingdom,55.45N,5.67W
1806-01-01,4.403,2.169,Belfast,United Kingdom,55.45N,5.67W
1806-02-01,4.373,4.159,Belfast,United Kingdom,55.45N,5.67W
